装备生成ID,装备备注,生成道具ID,装备基础效果1,装备基础效果1参数,装备基础效果1描述,装备基础效果2,装备基础效果2参数,装备基础效果2描述,装备基础效果3,装备基础效果3参数,装备基础效果3描述,装备基础效果4,装备基础效果4参数,装备基础效果4描述,装备基础效果5,装备基础效果5参数,装备基础效果5描述,装备基础效果6,装备基础效果6参数,装备基础效果6描述,装备基础效果7,装备基础效果7参数,装备基础效果7描述,装备基础效果8,装备基础效果8参数,装备基础效果8描述,装备备选效果1,备选效果1权值,装备备选效果1参数,装备备选效果1描述,装备备选效果2,备选效果2权值,装备备选效果2参数,装备备选效果2描述,装备备选效果3,备选效果3权值,装备备选效果3参数,装备备选效果3描述,装备备选效果4,备选效果4权值,装备备选效果4参数,装备备选效果4描述,装备备选效果5,备选效果5权值,装备备选效果5参数,装备备选效果5描述,装备备选效果6,备选效果6权值,装备备选效果6参数,装备备选效果6描述,装备备选效果7,备选效果7权值,装备备选效果7参数,装备备选效果7描述,装备备选效果8,备选效果8权值,装备效果8参数,装备效果8描述
241023,黄晶石指环(蓝),24023,4,[25+36],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[22+37],34004,4,1250,[22+37],34004,11,1250,[6+12],34011,11,1250,[6+12],34011,11,1250,[6+12],34011,14,1250,[6+12],34014,14,1250,[6+12],34014,14,1250,[6+12],34014
241024,黄晶石指环(紫),24024,4,[29+41],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[22+37],34004,4,1250,[22+37],34004,11,1250,[6+12],34011,11,1250,[6+12],34011,11,1250,[6+12],34011,14,1250,[6+12],34014,14,1250,[6+12],34014,14,1250,[6+12],34014
241029,月光石之戒(白),24029,4,[37+54],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241030,月光石之戒(绿),24030,4,[43+63],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[10+20],34006,6,1250,[10+20],34006,8,1250,[10+20],34008,8,1250,[10+20],34008,16,1250,[6+12],34016,16,1250,[6+12],34016,18,1250,[6+12],34018,18,1250,[6+12],34018
241031,月光石之戒(蓝),24031,4,[50+72],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[10+20],34006,6,1250,[10+20],34006,8,1250,[10+20],34008,8,1250,[10+20],34008,16,1250,[6+12],34016,16,1250,[6+12],34016,18,1250,[6+12],34018,18,1250,[6+12],34018
241032,月光石之戒(紫),24032,4,[57+83],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[10+20],34006,6,1250,[10+20],34006,8,1250,[10+20],34008,8,1250,[10+20],34008,16,1250,[6+12],34016,16,1250,[6+12],34016,18,1250,[6+12],34018,18,1250,[6+12],34018
241033,珍珠指环(白),24033,4,[37+54],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241034,珍珠指环(绿),24034,4,[43+63],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[32+54],34004,4,1250,[32+54],34004,11,1250,[9+19],34011,11,1250,[9+19],34011,11,1250,[9+19],34011,14,1250,[9+19],34014,14,1250,[9+19],34014,14,1250,[9+19],34014
241035,珍珠指环(蓝),24035,4,[50+72],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[32+54],34004,4,1250,[32+54],34004,11,1250,[9+19],34011,11,1250,[9+19],34011,11,1250,[9+19],34011,14,1250,[9+19],34014,14,1250,[9+19],34014,14,1250,[9+19],34014
241036,珍珠指环(紫),24036,4,[57+83],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[32+54],34004,4,1250,[32+54],34004,11,1250,[9+19],34011,11,1250,[9+19],34011,11,1250,[9+19],34011,14,1250,[9+19],34014,14,1250,[9+19],34014,14,1250,[9+19],34014
241053,紫荆之戒(白),24053,4,[56+81],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241054,紫荆之戒(绿),24054,4,[65+94],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[13+27],34006,6,1250,[13+27],34006,8,1250,[13+27],34008,8,1250,[13+27],34008,16,1250,[8+16],34016,16,1250,[8+16],34016,18,1250,[8+16],34018,18,1250,[8+16],34018
241055,紫荆之戒(蓝),24055,4,[75+108],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[13+27],34006,6,1250,[13+27],34006,8,1250,[13+27],34008,8,1250,[13+27],34008,16,1250,[8+16],34016,16,1250,[8+16],34016,18,1250,[8+16],34018,18,1250,[8+16],34018
241056,紫荆之戒(紫),24056,4,[86+124],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[13+27],34006,6,1250,[13+27],34006,8,1250,[13+27],34008,8,1250,[13+27],34008,16,1250,[8+16],34016,16,1250,[8+16],34016,18,1250,[8+16],34018,18,1250,[8+16],34018
241057,紫罗兰指环(白),24057,4,[56+81],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241058,紫罗兰指环(绿),24058,4,[65+94],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[45+74],34004,4,1250,[45+74],34004,11,1250,[13+25],34011,11,1250,[13+25],34011,11,1250,[13+25],34011,14,1250,[13+25],34014,14,1250,[13+25],34014,14,1250,[13+25],34014
241059,紫罗兰指环(蓝),24059,4,[75+108],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[45+74],34004,4,1250,[45+74],34004,11,1250,[13+25],34011,11,1250,[13+25],34011,11,1250,[13+25],34011,14,1250,[13+25],34014,14,1250,[13+25],34014,14,1250,[13+25],34014
241060,紫罗兰指环(紫),24060,4,[86+124],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[45+74],34004,4,1250,[45+74],34004,11,1250,[13+25],34011,11,1250,[13+25],34011,11,1250,[13+25],34011,14,1250,[13+25],34014,14,1250,[13+25],34014,14,1250,[13+25],34014
241077,龙晶石之戒(白),24077,4,[75+108],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241078,龙晶石之戒(绿),24078,4,[87+125],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[17+33],34006,6,1250,[17+33],34006,8,1250,[17+33],34008,8,1250,[17+33],34008,16,1250,[10+20],34016,16,1250,[10+20],34016,18,1250,[10+20],34018,18,1250,[10+20],34018
241079,龙晶石之戒(蓝),24079,4,[100+144],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[17+33],34006,6,1250,[17+33],34006,8,1250,[17+33],34008,8,1250,[17+33],34008,16,1250,[10+20],34016,16,1250,[10+20],34016,18,1250,[10+20],34018,18,1250,[10+20],34018
241080,龙晶石之戒(紫),24080,4,[115+166],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[17+33],34006,6,1250,[17+33],34006,8,1250,[17+33],34008,8,1250,[17+33],34008,16,1250,[10+20],34016,16,1250,[10+20],34016,18,1250,[10+20],34018,18,1250,[10+20],34018
241081,龙血指环(白),24081,4,[75+108],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241082,龙血指环(绿),24082,4,[87+125],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[56+94],34004,4,1250,[56+94],34004,11,1250,[17+33],34011,11,1250,[17+33],34011,11,1250,[17+33],34011,14,1250,[17+33],34014,14,1250,[17+33],34014,14,1250,[17+33],34014
241083,龙血指环(蓝),24083,4,[100+144],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[56+94],34004,4,1250,[56+94],34004,11,1250,[17+33],34011,11,1250,[17+33],34011,11,1250,[17+33],34011,14,1250,[17+33],34014,14,1250,[17+33],34014,14,1250,[17+33],34014
241084,龙血指环(紫),24084,4,[115+166],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[56+94],34004,4,1250,[56+94],34004,11,1250,[17+33],34011,11,1250,[17+33],34011,11,1250,[17+33],34011,14,1250,[17+33],34014,14,1250,[17+33],34014,14,1250,[17+33],34014
241501,冠军之戒,24501,4,[100+100],34004,21,[6+6],34021,,,,,,,,,,,,,,,,,,,5,1250,[7+10],34005,7,1250,[4+6],34007,9,1250,[4+6],34009,10,1250,[7+10],34010,13,1250,[7+10],34013,20,1250,[7+10],34020,23,1250,[4+6],34023,24,1250,[4+6],34024
241502,斗士之戒,24502,4,[75+75],34004,21,[4+4],34021,,,,,,,,,,,,,,,,,,,5,1250,[6+9],34005,7,1250,[3+5],34007,9,1250,[3+5],34009,10,1250,[6+9],34010,13,1250,[6+9],34013,20,1250,[6+9],34020,23,1250,[3+5],34023,24,1250,[3+5],34024
241503,挑战者指环,24503,4,[50+50],34004,21,[2+2],34021,,,,,,,,,,,,,,,,,,,4,1250,[32+54],34004,6,1250,[10+20],34006,8,1250,[10+20],34008,11,1250,[9+19],34011,14,1250,[9+19],34014,23,1250,[1+2],34023,24,1250,[1+2],34024,25,1250,[2+6],34025
241517,黄晶石之戒(金),24517,4,[37+54],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[7+13],34006,6,1250,[7+13],34006,8,1250,[7+13],34008,8,1250,[7+13],34008,16,1250,[3+8],34016,16,1250,[3+8],34016,18,1250,[3+8],34018,18,1250,[3+8],34018
241521,黄晶石指环(金),24521,4,[37+54],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[22+37],34004,4,1250,[22+37],34004,11,1250,[6+12],34011,11,1250,[6+12],34011,11,1250,[6+12],34011,14,1250,[6+12],34014,14,1250,[6+12],34014,14,1250,[6+12],34014
241529,月光石之戒(金),24529,4,[75+108],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[10+20],34006,6,1250,[10+20],34006,8,1250,[10+20],34008,8,1250,[10+20],34008,16,1250,[6+12],34016,16,1250,[6+12],34016,18,1250,[6+12],34018,18,1250,[6+12],34018
241533,珍珠指环(金),24533,4,[75+108],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[32+54],34004,4,1250,[32+54],34004,11,1250,[9+19],34011,11,1250,[9+19],34011,11,1250,[9+19],34011,14,1250,[9+19],34014,14,1250,[9+19],34014,14,1250,[9+19],34014
241553,紫荆之戒(金),24553,4,[112+162],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[13+27],34006,6,1250,[13+27],34006,8,1250,[13+27],34008,8,1250,[13+27],34008,16,1250,[8+16],34016,16,1250,[8+16],34016,18,1250,[8+16],34018,18,1250,[8+16],34018
241557,紫罗兰指环(金),24557,4,[112+162],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[45+74],34004,4,1250,[45+74],34004,11,1250,[13+25],34011,11,1250,[13+25],34011,11,1250,[13+25],34011,14,1250,[13+25],34014,14,1250,[13+25],34014,14,1250,[13+25],34014
241577,龙晶石之戒(金),24577,4,[149+216],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[17+33],34006,6,1250,[17+33],34006,8,1250,[17+33],34008,8,1250,[17+33],34008,16,1250,[10+20],34016,16,1250,[10+20],34016,18,1250,[10+20],34018,18,1250,[10+20],34018
241584,龙血指环(金),24581,4,[149+216],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[56+94],34004,4,1250,[56+94],34004,11,1250,[17+33],34011,11,1250,[17+33],34011,11,1250,[17+33],34011,14,1250,[17+33],34014,14,1250,[17+33],34014,14,1250,[17+33],34014
251017,祖母绿吊坠(白),25017,6,[11+16],34006,8,[11+16],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251018,祖母绿吊坠(绿),25018,6,[13+19],34006,8,[13+19],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+2],34007,9,1250,[1+2],34009,20,1250,[1+3],34020,3,1250,[2+3],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[2+6],34025,22,1250,[1+2],34022
251019,祖母绿吊坠(蓝),25019,6,[15+22],34006,8,[15+22],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+2],34007,9,1250,[1+2],34009,20,1250,[1+3],34020,3,1250,[2+3],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[2+6],34025,22,1250,[1+2],34022
251020,祖母绿吊坠(紫),25020,6,[17+25],34006,8,[17+25],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+2],34007,9,1250,[1+2],34009,20,1250,[1+3],34020,3,1250,[2+3],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[2+6],34025,22,1250,[1+2],34022
251021,祖母绿项链(白),25021,6,[11+16],34006,8,[11+16],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251022,祖母绿项链(绿),25022,6,[13+19],34006,8,[13+19],34008,,,,,,,,,,,,,,,,,,,5,1250,[1+4],34004,10,1250,[1+2],34010,10,1250,[1+2],34010,13,1250,[1+2],34013,13,1250,[1+2],34013,23,1250,[1+2],34023,23,1250,[1+2],34023,31,1250,[1+3],34031
251023,祖母绿项链(蓝),25023,6,[15+22],34006,8,[15+22],34008,,,,,,,,,,,,,,,,,,,5,1250,[1+4],34004,10,1250,[1+2],34010,10,1250,[1+2],34010,13,1250,[1+2],34013,13,1250,[1+2],34013,23,1250,[1+2],34023,23,1250,[1+2],34023,31,1250,[1+3],34031
251024,祖母绿项链(紫),25024,6,[17+25],34006,8,[17+25],34008,,,,,,,,,,,,,,,,,,,5,1250,[1+4],34004,10,1250,[1+2],34010,10,1250,[1+2],34010,13,1250,[1+2],34013,13,1250,[1+2],34013,23,1250,[1+2],34023,23,1250,[1+2],34023,31,1250,[1+3],34031
251029,翡翠吊坠(白),25029,6,[17+25],34006,8,[17+25],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251030,翡翠吊坠(绿),25030,6,[20+29],34006,8,[20+29],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+3],34007,9,1250,[1+3],34009,20,1250,[2+4],34020,3,1250,[3+5],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[5+11],34025,22,1250,[1+2],34022
251031,翡翠吊坠(蓝),25031,6,[23+34],34006,8,[23+34],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+3],34007,9,1250,[1+3],34009,20,1250,[2+4],34020,3,1250,[3+5],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[5+11],34025,22,1250,[1+2],34022
251032,翡翠吊坠(紫),25032,6,[27+39],34006,8,[27+39],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+3],34007,9,1250,[1+3],34009,20,1250,[2+4],34020,3,1250,[3+5],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[5+11],34025,22,1250,[1+2],34022
251033,翡翠项链(白),25033,6,[17+25],34006,8,[17+25],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251034,翡翠项链(绿),25034,6,[20+29],34006,8,[20+29],34008,,,,,,,,,,,,,,,,,,,5,1250,[2+6],34004,10,1250,[1+3],34010,10,1250,[1+3],34010,13,1250,[1+3],34013,13,1250,[1+3],34013,23,1250,[1+3],34023,23,1250,[1+3],34023,31,1250,[2+6],34031
251035,翡翠项链(蓝),25035,6,[23+34],34006,8,[23+34],34008,,,,,,,,,,,,,,,,,,,5,1250,[2+6],34004,10,1250,[1+3],34010,10,1250,[1+3],34010,13,1250,[1+3],34013,13,1250,[1+3],34013,23,1250,[1+3],34023,23,1250,[1+3],34023,31,1250,[2+6],34031
251036,翡翠项链(紫),25036,6,[27+39],34006,8,[27+39],34008,,,,,,,,,,,,,,,,,,,5,1250,[2+6],34004,10,1250,[1+3],34010,10,1250,[1+3],34010,13,1250,[1+3],34013,13,1250,[1+3],34013,23,1250,[1+3],34023,23,1250,[1+3],34023,31,1250,[2+6],34031
251053,冰蓝吊坠(白),25053,6,[24+34],34006,8,[24+34],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251054,冰蓝吊坠(绿),25054,6,[27+40],34006,8,[27+40],34008,,,,,,,,,,,,,,,,,,,7,1250,[2+4],34007,9,1250,[2+4],34009,20,1250,[3+6],34020,3,1250,[4+8],34003,21,1250,[1+3],34021,24,1250,[1+3],34024,25,1250,[8+16],34025,22,1250,[1+3],34022
251055,冰蓝吊坠(蓝),25055,6,[32+46],34006,8,[32+46],34008,,,,,,,,,,,,,,,,,,,7,1250,[2+4],34007,9,1250,[2+4],34009,20,1250,[3+6],34020,3,1250,[4+8],34003,21,1250,[1+3],34021,24,1250,[1+3],34024,25,1250,[8+16],34025,22,1250,[1+3],34022
251056,冰蓝吊坠(紫),25056,6,[36+52],34006,8,[36+52],34008,,,,,,,,,,,,,,,,,,,7,1250,[2+4],34007,9,1250,[2+4],34009,20,1250,[3+6],34020,3,1250,[4+8],34003,21,1250,[1+3],34021,24,1250,[1+3],34024,25,1250,[8+16],34025,22,1250,[1+3],34022
251057,海洋之心(白),25057,6,[24+34],34006,8,[24+34],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251058,海洋之心(绿),25058,6,[27+40],34006,8,[27+40],34008,,,,,,,,,,,,,,,,,,,5,1250,[4+8],34004,10,1250,[2+4],34010,10,1250,[2+4],34010,13,1250,[2+4],34013,13,1250,[2+4],34013,23,1250,[2+4],34023,23,1250,[2+4],34023,31,1250,[4+8],34031
251059,海洋之心(蓝),25059,6,[32+46],34006,8,[32+46],34008,,,,,,,,,,,,,,,,,,,5,1250,[4+8],34004,10,1250,[2+4],34010,10,1250,[2+4],34010,13,1250,[2+4],34013,13,1250,[2+4],34013,23,1250,[2+4],34023,23,1250,[2+4],34023,31,1250,[4+8],34031
251060,海洋之心(紫),25060,6,[36+52],34006,8,[36+52],34008,,,,,,,,,,,,,,,,,,,5,1250,[4+8],34004,10,1250,[2+4],34010,10,1250,[2+4],34010,13,1250,[2+4],34013,13,1250,[2+4],34013,23,1250,[2+4],34023,23,1250,[2+4],34023,31,1250,[4+8],34031
251077,龙牙吊坠(白),25077,6,[30+43],34006,8,[30+43],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251078,龙牙吊坠(绿),25078,6,[35+50],34006,8,[35+50],34008,,,,,,,,,,,,,,,,,,,7,1250,[3+6],34007,9,1250,[3+6],34009,20,1250,[4+8],34020,3,1250,[5+11],34003,21,1250,[2+4],34021,24,1250,[2+4],34024,25,1250,[12+20],34025,22,1250,[2+4],34022
251079,龙牙吊坠(蓝),25079,6,[40+58],34006,8,[40+58],34008,,,,,,,,,,,,,,,,,,,7,1250,[3+6],34007,9,1250,[3+6],34009,20,1250,[4+8],34020,3,1250,[5+11],34003,21,1250,[2+4],34021,24,1250,[2+4],34024,25,1250,[12+20],34025,22,1250,[2+4],34022
251080,龙牙吊坠(紫),25080,6,[46+66],34006,8,[46+66],34008,,,,,,,,,,,,,,,,,,,7,1250,[3+6],34007,9,1250,[3+6],34009,20,1250,[4+8],34020,3,1250,[5+11],34003,21,1250,[2+4],34021,24,1250,[2+4],34024,25,1250,[12+20],34025,22,1250,[2+4],34022
251081,龙晶石项链(白),25081,6,[30+43],34006,8,[30+43],34008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251082,龙晶石项链(绿),25082,6,[35+50],34006,8,[35+50],34008,,,,,,,,,,,,,,,,,,,5,1250,[5+11],34004,10,1250,[3+6],34010,10,1250,[3+6],34010,13,1250,[3+6],34013,13,1250,[3+6],34013,23,1250,[3+6],34023,23,1250,[3+6],34023,31,1250,[5+11],34031
251083,龙晶石项链(蓝),25083,6,[40+58],34006,8,[40+58],34008,,,,,,,,,,,,,,,,,,,5,1250,[5+11],34004,10,1250,[3+6],34010,10,1250,[3+6],34010,13,1250,[3+6],34013,13,1250,[3+6],34013,23,1250,[3+6],34023,23,1250,[3+6],34023,31,1250,[5+11],34031
251084,龙晶石项链(紫),25084,6,[46+66],34006,8,[46+66],34008,,,,,,,,,,,,,,,,,,,5,1250,[5+11],34004,10,1250,[3+6],34010,10,1250,[3+6],34010,13,1250,[3+6],34013,13,1250,[3+6],34013,23,1250,[3+6],34023,23,1250,[3+6],34023,31,1250,[5+11],34031
251517,祖母绿吊坠(金),25517,6,[20+29],34006,8,[20+29],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+2],34007,9,1250,[1+2],34009,20,1250,[1+3],34020,3,1250,[2+3],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[2+6],34025,22,1250,[1+2],34022
251521,祖母绿项链(金),25521,6,[20+29],34006,8,[20+29],34008,,,,,,,,,,,,,,,,,,,5,1250,[1+4],34004,10,1250,[1+2],34010,10,1250,[1+2],34010,13,1250,[1+2],34013,13,1250,[1+2],34013,23,1250,[1+2],34023,23,1250,[1+2],34023,31,1250,[1+3],34031
251529,翡翠吊坠(金),25529,6,[35+50],34006,8,[31+45],34008,,,,,,,,,,,,,,,,,,,7,1250,[1+3],34007,9,1250,[1+3],34009,20,1250,[2+4],34020,3,1250,[3+5],34003,21,1250,[1+2],34021,24,1250,[1+2],34024,25,1250,[5+11],34025,22,1250,[1+2],34022
251533,翡翠项链(金),25533,6,[35+50],34006,8,[31+45],34008,,,,,,,,,,,,,,,,,,,5,1250,[2+6],34004,10,1250,[1+3],34010,10,1250,[1+3],34010,13,1250,[1+3],34013,13,1250,[1+3],34013,23,1250,[1+3],34023,23,1250,[1+3],34023,31,1250,[2+6],34031
251553,冰蓝吊坠(金),25553,6,[47+68],34006,8,[42+61],34008,,,,,,,,,,,,,,,,,,,7,1250,[2+4],34007,9,1250,[2+4],34009,20,1250,[3+6],34020,3,1250,[4+8],34003,21,1250,[1+3],34021,24,1250,[1+3],34024,25,1250,[8+16],34025,22,1250,[1+3],34022
251557,海洋之心(金),25557,6,[47+68],34006,8,[42+61],34008,,,,,,,,,,,,,,,,,,,5,1250,[4+8],34004,10,1250,[2+4],34010,10,1250,[2+4],34010,13,1250,[2+4],34013,13,1250,[2+4],34013,23,1250,[2+4],34023,23,1250,[2+4],34023,31,1250,[4+8],34031
251577,龙牙吊坠(金),25577,6,[60+86],34006,8,[53+77],34008,,,,,,,,,,,,,,,,,,,7,1250,[3+6],34007,9,1250,[3+6],34009,20,1250,[4+8],34020,3,1250,[5+11],34003,21,1250,[2+4],34021,24,1250,[2+4],34024,25,1250,[12+20],34025,22,1250,[2+4],34022
251581,龙晶石项链(金),25581,6,[60+86],34006,8,[53+77],34008,,,,,,,,,,,,,,,,,,,5,1250,[5+11],34004,10,1250,[3+6],34010,10,1250,[3+6],34010,13,1250,[3+6],34013,13,1250,[3+6],34013,23,1250,[3+6],34023,23,1250,[3+6],34023,31,1250,[5+11],34031
