增益ID,描述,BUFF标识,层数,buff生命周期,回收添加新BUFF的条件,回收时添加的新buff_ID,Buff特效动画ID,buffUI表现ID,buff特效播放点,特效是否跟随移动,buff目标,首次生效时间,生效总次数,Buff触发类型,Buff触发类型参数,生效条件1,生效条件2,生效条件3,生效条件4,Buff生效时目标结算ID,Buff生效时对召唤师结算ID,Buff失效时目标结算ID,Buff失效时召唤师结算ID,是否加载技能
161103,3号位僵尸,3,1,4000,0,[],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*250*0),,,[],[],[],[],161105
161104,恐惧光环表现,3,1,-1,0,[],[40503],0,3,1,40701,1,-1,1,[2000],Is_HasBuffTarget(),Is_BuffSkillReady(0*40703),,,[],[],[],[],161104
161105,死亡之盾lv5,3,1,8000,0,[],[40701],0,2,1,-1,1,-1,1,[1],Is_HasBuffTarget(),,,,[161101],[161101],[161104],[161104],0
161106,恐惧光环lv5,3,1,3500,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[161102],[161102],[161103],[161103],0
161107,4号位僵尸,3,1,4000,0,[],[],0,3,1,-1,1600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*400*0),,,[],[],[],[],161105
161201,召唤计时器,3,1,90000,0,[],[],0,1,1,-1,1,1,1,[1],,,,,,,,,
161202,召唤骷髅,3,1,5000,0,[],[],0,1,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],161201
161203,召唤幽灵（2只）,3,1,5000,0,[],[],0,1,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],161202
161204,召唤幽灵（3只）,3,1,5000,0,[],[],0,1,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],161207
161205,召唤死亡骑士,3,1,5000,0,[],[],0,1,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],161203
161206,召唤骷髅将军,3,1,5000,0,[],[],0,1,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],161204
161207,嗜血光环,3,1,-1,0,[],[161201],0,3,1,101601,1,-1,1,[600],Is_HasBuffTarget(),,,,[],[],[],[],161206
161208,嗜血BUFF,3,1,500,0,[],[111402],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[161201],[161201],[161202],[161202],0
161300,助战-给玩家加300初始水晶,3,1,1000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[161300],[161300],[],[],0
161301,骨龙激光炮计时BUFF,3,1,-1,0,[],[],0,3,1,-1,30000,-1,1,[35000],Is_HasBuffTarget(),,,,[],[],[],[],161301
161302,激光炮最高伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],161302
161303,激光炮中等伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],161303
161304,激光炮最低伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],,,,,[],[],[],[],0
161306,变成骷髅BUFF,3,1,1400,0,[],[],0,3,1,-1,1,1,2,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],161309
161401,尸气弹定位,3,1,-1,0,[],[],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
161402,尸气弹定位1,3,1,-1,0,[],[],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
161403,尸气弹定位2,3,1,-1,0,[],[],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
161404,中毒debuff,2,1,-1,0,[],[161403],0,3,1,161402,1,-1,1,[1400],Is_HasBuffTarget(),,,,[161402],[161404],[],[],
161405,百鬼夜行倒计时buff1,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*-175*0),,,[],[],[],[],161401
161406,百鬼夜行倒计时buff2,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*175*0),,,[],[],[],[],161402
161407,百鬼夜行倒计时buff3,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],161403
161408,尸气弹标记1,3,1,6000,0,[161402],[],0,1,1,-1,4000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1100*0),,,[],[],[],[],161407
161409,尸气弹标记2,3,1,6000,0,[161403],[],0,1,1,-1,3500,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*750*0),,,[],[],[],[],161407
161410,尸气弹标记3,3,1,6000,0,[161401],[],0,1,1,-1,4500,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1450*0),,,[],[],[],[],161407
161411,状态切换标记,3,1,90000,0,[],[],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161412,后期尸气弹投掷,3,1,-1,0,[],[],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161501,流血特效,3,1,700,0,[],[4],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161502,血池印记,3,1,300,0,[],[],0,1,1,-1,1,1,2,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],161504
161503,召唤小鹿,3,1,-1,0,[],[],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],161506
161504,回复能量,3,1,-1,0,[],[],0,1,1,-1,2000,-1,1,[2000],Is_HasBuffTarget(),,,,[],[161507],[],[],0
161601,聚魂光环表现，给亡灵单位上标记,3,1,-1,0,[],[30],0,3,1,161601,1,-1,1,[2000],Is_HasBuffTarget(),,,,[],[],[],[],161603
161602,聚魂标记并结算,3,1,2500,0,[],[],0,3,1,161602,1,2,2,[1],Is_HasBuffTarget(),,,,[161601],[161601],[],[],161604
161603,召唤僵尸1,3,1,-1,0,[],[],0,3,1,-1,50000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(0*-750*0),,,[],[],[],[],161605
161604,召唤僵尸2,3,1,-1,0,[],[],0,3,1,-1,50000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1000*0),,,[],[],[],[],161606
161605,召唤僵尸3,3,1,-1,0,[],[],0,3,1,-1,50000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1250*0),,,[],[],[],[],161607
161606,召唤僵尸4,3,1,-1,0,[],[],0,3,1,-1,50000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1500*0),,,[],[],[],[],161608
161607,召唤僵尸5,3,1,-1,0,[],[],0,3,1,-1,50000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(0*-1750*0),,,[],[],[],[],161609
161608,召唤僵尸6,3,1,-1,0,[],[],0,3,1,-1,50000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(0*-2000*0),,,[],[],[],[],161610
161701,瘟疫光环,3,1,-1,0,[],[],0,3,1,161701,1,-1,1,[700],Is_HasBuffTarget(),,,,[],[],[],[],161701
161702,瘟疫BUFF,3,1,-1,0,[],[161704],0,3,1,161702,1,-1,1,[1000],Is_HasBuffTarget(),,,,[161703],[161703],[],[],
161703,死亡给予BOSS标记,3,1,-1,0,[],[],0,3,1,3,1,1,2,[1],Is_HasBuffTarget(),,,,[],[],[],[],161702
161704,召唤标记1,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161704,召唤标记2,3,2,-1,0,[],[161701],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161704,召唤标记3,3,3,-1,0,[],[161701],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161704,召唤标记4,3,4,-1,0,[],[161706+161701],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161704,召唤标记5,3,5,1,0,[161705],[161706+161701],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161705,准备召唤巫妖,3,1,-1,0,[],[161706+161701],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161706,召唤师瘟疫BUFF,3,1,-1,0,[],[161704],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[161704],[161704],[],[],0
161707,召唤僵尸BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,2,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],161704
161708,召唤巫妖BUFF,3,1,4000,0,[],[161702+161703],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),,,[],[],[],[],161703
161709,吸魂状态BUFF,3,1,1600,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
161710,助战标志,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
161711,召唤助战牧师,3,1,6000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],161711
161712,召唤助战牧师标记BUFF,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
162101,炮台50血变身加速,3,1,1000,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[162103],[162103],[],[],0
162102,炮台变身计时,3,1,120000,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
162103,召唤栅栏（位置1）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1050*0),,,[],[],[],[],162103
162104,召投石车（位置1）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],162104
162105,召唤栅栏（位置2）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*550*0),,,[],[],[],[],162105
162106,召投弓箭手（位置2）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*400*0),,,[],[],[],[],162106
162107,召投弓箭手（位置3）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*330*0),,,[],[],[],[],162107
162201,召唤幽灵（位置1）,3,1,-1,0,[],[],0,1,1,-1,20000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],162202
162202,召唤幽灵（位置2）,3,1,-1,0,[],[],0,1,1,-1,20000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(1*800*0),,,[],[],[],[],162203
162203,召唤幽灵（位置3）,3,1,-1,0,[],[],0,1,1,-1,20000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(1*400*0),,,[],[],[],[],162204
162301,滋养,3,1,200,0,[],[30903],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[162303],[],[],[],0
162302,滋养计时BUFF,3,1,40000,0,[162303],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
162303,滋养生效时间,3,1,15000,0,[162302],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
162304,召唤传送门（左绿色）,3,1,30000,0,[162306],[],0,1,1,-1,25000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1300*0),,,[],[],[],[],162304
162305,召唤传送门（右绿色）,3,1,30000,0,[162307],[],0,1,1,-1,25000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*400*0),,,[],[],[],[],162305
162306,召唤传送门（左红色）,3,1,30000,0,[162304],[],0,1,1,-1,25000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1300*0),,,[],[],[],[],162306
162307,召唤传送门（右红色）,3,1,30000,0,[162305],[],0,1,1,-1,25000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*400*0),,,[],[],[],[],162307
162308,召唤死亡沼泽,3,1,-1,0,[],[],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],162308
162309,传送门标记BUFF,3,1,-1,0,[],[],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
162310,传送门关C类搜索,3,1,-1,0,[],[],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[162307],[162307],[],[],0
162311,死亡沼泽伤害BUFF,3,1,-1,0,[],[],0,2,1,162303,1,-1,1,[1000],Is_HasBuffTarget(),,,,[162308],[162308],[],[],0
162401,召唤蓝方防御塔,3,1,1000,0,[162402],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1150*0),,,[],[],[],[],162401
162402,召唤蓝方铁匠,3,1,1000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1320*0),,,[],[],[],[],162402
162403,召唤栅栏,3,1,1000,0,[162401],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*750*0),,,[],[],[],[],162403
162404,能量BUFF,3,1,2000,0,[],[],0,3,1,-1,0,-1,1,[1],Is_HasBuffTarget(),,,,[162404],[162404],[],[],
162405,升级BUFF,3,1,1500,0,[],[10],0,3,1,-1,1100,1,1,[1],Is_HasBuffTarget(),,,,[162405],[162405],[],[],
162406,铁匠查找标记BUF,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162407,铁匠兵工厂Buff,3,1,40000,0,[],[],0,3,1,-1,1700,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*380*0),,,[],[],[],[],162407
162408,铁匠炮台LV1标记,3,1,21000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162409,铁匠自身标记,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162411,LV2升级,3,1,-1,0,[],[],0,3,1,-1,1100,1,1,[1],Is_HasBuffTarget(),,,,[162411],[162411],[],[],
162412,LV3升级,3,1,-1,0,[],[],0,3,1,-1,1100,1,1,[1],Is_HasBuffTarget(),,,,[162412],[162412],[],[],
162413,LV4升级,3,1,-1,0,[],[],0,3,1,-1,1100,1,1,[1],Is_HasBuffTarget(),,,,[162413],[162413],[],[],
162414,防御塔Lv2标记buff,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
162415,铁匠护盾,3,1,-1,0,[],[],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[162416],[162416],[],[],0
162416,铁匠护盾表现特效延迟时间,3,1,1000,0,[162417],[],0,2,1,-1,1,1,1,[990],,,,,[],[],[],[],0
162417,铁匠护盾表现特效,3,1,-1,0,[162418],[5],0,2,1,-1,1,1,9,[5],Is_HasBuffTarget(),,,,[],[],[],[],162417
162418,铁匠护盾破碎特效,3,1,1000,0,[],[6],0,2,1,-1,1,1,1,[5],,,,,[],[],[],[],0
162501,将军大笑,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162506,召唤栅栏,3,1,5000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1250*0),,,[],[],[],[],162506
162507,召唤防御塔,3,1,5000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1050*0),,,[],[],[],[],162507
162601,召唤兵营水晶,3,1,3000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],162601
162602,受击1,3,1,-1,0,[],[],0,3,1,-1,0,-1,12,[15],Is_HasBuffTarget(),,,,[162602],[162602],[],[],162607
162603,受击加能量,3,1,-1,0,[],[],0,3,1,-1,0,-1,12,[1],Is_HasBuffTarget(),,,,[162603],[162603],[],[],
162605,召唤小蜘蛛卵,3,1,12000,0,[162608],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],162609
162606,召唤蓝蜘蛛卵,3,1,13000,0,[162610],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*550*0),,,[],[],[],[],162610
162607,召唤红蜘蛛卵,3,1,14000,0,[162612],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*800*0),,,[],[],[],[],162611
162608,召唤小蜘蛛卵,3,1,10000,0,[162609],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],162609
162609,召唤小蜘蛛卵,3,1,20000,0,[162605],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],162609
162610,召唤蓝蜘蛛卵,3,1,10000,0,[162611],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*400*0),,,[],[],[],[],162610
162611,召唤蓝蜘蛛卵,3,1,20000,0,[162606],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*700*0),,,[],[],[],[],162610
162612,召唤红蜘蛛卵,3,1,10000,0,[162613],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],162611
162613,召唤红蜘蛛卵,3,1,20000,0,[162607],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],162611
162614,召唤小蜘蛛卵,3,1,10000,0,[162615],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],162609
162615,召唤小蜘蛛卵,3,1,20000,0,[162614],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1100*0),,,[],[],[],[],162609
162616,召唤蓝蜘蛛卵,3,1,10000,0,[162617],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1100*0),,,[],[],[],[],162610
162617,召唤蓝蜘蛛卵,3,1,20000,0,[162616],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],162610
162618,召唤红蜘蛛卵,3,1,10000,0,[162619],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],162611
162619,召唤红蜘蛛卵,3,1,20000,0,[162618],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],162611
162620,蛛网束缚,3,1,3000,0,[],[102506],0,3,1,-1,200,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],162608
162701,召唤莱奥,3,1,1600,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],162701
162702,召唤兵营水晶,3,1,3000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*550*0),,,[],[],[],[],162601
162703,计时骷髅召唤,3,1,25000,0,[],[],0,3,1,-1,2500,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162704,计时古龙,3,1,120000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162705,地狱火三连击1,3,1,1000,0,[162706],[],0,3,1,19,100,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],111905
162706,地狱火三连击1,3,1,1000,0,[162707],[],0,3,1,19,100,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],111905
162707,地狱火三连击1,3,1,31000,0,[],[],0,3,1,19,100,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],111905
162708,莱奥解冻计时,3,1,50000,0,[162712],[],0,3,1,-1,0,-1,1,[1000],Is_HasBuffTarget(),,,,[162702],[],[],[],
162709,第一次吹箫计时+cd,3,1,140000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162710,第一次气流斩计时,3,1,120000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162711,气流斩CD,3,1,30000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162712,莱奥解冻标记,3,1,-1,0,[],[],0,3,1,-1,0,-1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
162720,助战标志1,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
162730,助战标志2,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
162731,召唤炮台助战,3,1,5000,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],162731
162699,s水晶标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
165201,1-1地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165202,1-2地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165203,2-1地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165204,2-2地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165205,3-1地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165206,3-2地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165207,4-1地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165208,4-2地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165209,5-1地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165210,5-2地图火焰标记,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
165211,骨龙激光炮计时BUFF,3,1,-1,0,[],[],0,3,1,-1,30000,-1,1,[35000],Is_HasBuffTarget(),,,,[],[],[],[],165211
165212,激光炮最高伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],165212
165213,激光炮中等伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],165213
165214,激光炮最低伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[],,,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
165402,变骷髅BUFF,3,1,200,0,[],[],0,1,1,-1,1,1,2,[0],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],165403
,,,,,,,,,,,,,,,,,,,,,,,,
165601,冰冻并慢慢死亡请与减物理免疫魔法免疫（LV2）一起使用,3,1,-1,0,[],[],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[165603],[],[],[],0
165602,冰冻死亡后召唤火种,3,1,-1,0,[],[],0,1,1,-1,1,1,2,[0],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],165608
165603,火种标记BUFF,3,1,25000,0,[],[10],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[165604],[],[],[],0
165611,对全场敌军上减速BUFF,3,1,-1,0,[],[],0,3,1,165604,1,-1,1,[3000],Is_HasBuffTarget(),,,,[],[],[],[],165611
165612,结晶减免伤,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[165612],[165612],[165613],[165613],0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
165701,无限镜子位置1标记,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[],,,,,[],[],[],[],0
165702,无限镜子位置2标记,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[],,,,,[],[],[],[],0
165703,无限镜子位置3标记,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[],,,,,[],[],[],[],0
165704,无限镜子位置4标记,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[],,,,,[],[],[],[],0
165705,恢复能量BUFF,3,1,-1,0,[],[],0,3,1,-1,1,-1,1,[400],Is_HasBuffTarget(),,,,[165705],[165705],[],[],0
165706,召唤幽灵buff,3,1,-1,0,[],[],0,3,1,-1,1,-1,1,[20000],Is_HasBuffTarget(),Is_HasSkillPoint(1*100*0),,,[165706],[165706],[],[],165703
,,,,,,,,,,,,,,,,,,,,,,,,
170001,召唤传送门,3,1,-1,0,[],[],0,1,1,-1,30000,-1,1,[30000],Is_HasBuffTarget(),Is_HasSkillPoint(1*800*0),,,[],[],[],[],170002
170002,召唤巨熊,3,1,-1,0,[],[],0,1,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*250*0),,,[],[],[],[],170003
170003,召唤巨熊延迟时间,3,1,-1,0,[],[],0,1,1,-1,1000,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],170004
170004,大招倒计时BUFF,3,1,60000,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
170101,罗迪亚克庇护光环,3,1,-1,0,[],[],0,3,1,1600,5,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],170100
170102,标记1,3,1,2000,0,[170103],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
170103,标记2,3,1,2000,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
170104,圣光审判标示,3,1,9000,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[170175],[],[],0
170105,圣光领域对敌,3,1,3000,0,[],[72],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[170101],[170101],[170111],[170111],0
170106,圣光领域对友,3,1,3000,0,[],[62],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[170102],[170102],[170112],[170112],0
170107,庇护结算光环,3,1,-1,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[170100],[],[],[],0
