技能ID,技能描述,技能释放类型,选位置施放技能范围,技能解锁类型,技能解锁参数,技能可否被打断,技能CD,默认技能CD百分比,技能消耗类型,技能消耗参数,技能循环次数,单次循环时间,对技能目标发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,对技能目标添加Buff序列,对技能目标点发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,在技能目标点召唤序列,子弹发射速率,技能名字语言包,技能消耗描述1,技能描述语言包,技能图标,状态跳转,技能消耗描述2,战斗技能图标
165610,寒冰结晶进入寒冰状态,0,0,0,0,0,0,1,4,9000,1,100,[],0,5,[],[],5,50,[],0,,,,,SkillStatus_35,,
165611,释放减速光环,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[2+1]*[4+1],[],5,50,[],0,,,,,,,
165612,召唤-寒冰结晶,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[],[],5,50,[310405],0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165701,BOSS召唤无限镜子,0,0,0,0,0,0,1,4,10000,1,100,[],0,5,[],[],5,50,[310401],0,,,,,StandStatus_3,,
165702,无限镜子召唤无限镜子,0,0,0,0,0,0,1,4,10000,1,100,[],0,5,[],[],5,50,[310402],0,,,,,StandStatus_3,,
165703,召唤幽灵,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[],[],5,50,[310403],0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165801,普攻1,0,0,0,0,1,0,1,0,0,1,3560,[],0,0,[],[165801+165802],1700,500,[],1,,,,,SkillStatus_36,,
165802,普攻2,0,0,0,0,1,6000,1,0,0,1,3560,[],0,0,[],[165803],2100,0,[],1,,,,,SkillStatus_37,,
165803,冥斩,0,0,0,0,1,20000,1,0,0,1,4200,[],0,0,[],[165804],2000,0,[],1,,,7103401,Warrior_Talent2_Icon.png,SkillStatus_38,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165901,踩踏子弹,0,0,0,0,1,30000,1,0,0,1,3560,[],0,0,[],[165901+165902+165903+165904+165905],2000,500,[],0,,,7203401,40300_Talent2_Icon.png,SkillStatus_34,,
165902,震动子弹,0,0,0,0,1,0,1,0,0,1,3560,[],0,0,[],[165906+165907+165908+165909+165910],2000,500,[],0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170000,坚韧光环,0,0,0,0,0,0,0,0,0,1,0,[],0,0,[170000+1],[],0,0,[],0,,,,,,,
170001,精灵之光（技能1）,0,0,0,0,0,20000,1,1,0,1,3000,[170001],400,5,[],[],0,0,[],1,,,,,SkillStatus_31,,
170002,召唤传送门（技能2）,0,0,0,0,0,40000,0,1,0,1,4200,[],0,5,[],[],0,0,[300003],0,,,,,SkillStatus_32,,
170003,召唤巨熊（召唤）,0,0,0,0,0,48000,0,1,0,1,2000,[],0,5,[],[],0,0,[300007],0,,,,,,,
170004,召唤巨熊动作,0,0,0,0,0,48000,0,1,0,1,2000,[],0,5,[],[],0,0,[],0,,,,,SkillStatus_33,,
170100,庇护光环,0,0,0,0,0,100,0,0,0,1,100,[],0,5,[170107+1],[],0,0,[],0,,,,,,,
170101,圣光大宝剑（技能1）,0,0,0,0,0,23000,1,0,0,1,2000,[170103],1500,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
170102,圣光领域（技能2）,0,0,0,0,0,28000,0,0,0,1,2000,[],0,5,[],[170101+170102],200,5,[],0,,,,,SkillStatus_31,,
170103,圣光审判真（技能3）,0,0,0,0,0,78000,0,0,0,1,2000,[],0,5,[],[],0,0,[],0,,,,,SkillStatus_33,,
170104,圣光审判,0,0,0,0,0,75000,0,0,0,3,1000,[],0,5,[],[170104+170105+170106+170104+170105+170106],100,200,[],0,,,,,,,
170200,刺客信条光环,0,0,0,0,0,100,0,0,0,1,100,[],0,5,[170250+1],[],5,50,[],0,,,,,,,
170201,刺客少年技能1分身召唤,0,0,0,0,0,5000,1,0,0,1,1900,[],0,5,[],[],0,0,[300002],1,,,,,,,
170204,刺客少年技能2斩杀,0,0,0,0,0,28000,0,0,0,1,2000,[],0,5,[],[],5,1,[],1,,,,,SkillStatus_32,,
170205,刺客少年技能3刺杀,0,0,0,0,0,60000,0,0,0,1,3000,[],0,5,[],[170203],1900,1,[],1,,,,,SkillStatus_33,,
170206,刺客少年技能1分身动作,0,0,0,0,0,30000,1,0,0,1,3000,[],0,5,[],[],5,1,[],1,,,,,SkillStatus_31,,
170208,刺客少年技能2驱动,0,0,0,0,0,1900,0,0,0,1,2000,[],0,5,[170202+1]*[170203+1]*[170204+1],[],5,1,[],1,,,,,,,
170209,刺客2技能,0,0,0,0,0,2100,0,0,0,1,2000,[170209],100,5,[],[],0,0,[],0,,,,,,,
170300,闪电光环,0,0,0,0,0,100,0,0,0,1,100,[],0,5,[170300+1],[],0,0,[],0,,,,,,,
170301,约修亚技能1,0,0,0,0,0,30000,1,1,0,1,2200,[],0,5,[],[170301+170303],1400,5,[],1,,,,,SkillStatus_31,,
170302,技能2动作释放,0,0,0,0,0,37000,0,1,0,1,3000,[],0,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
170303,技能2子弹释放,0,0,0,0,0,200,0,0,0,1,100,[],0,5,[170303+1]*[170300+1],[],0,0,[],0,,,,,,,
170310,大招1,0,0,0,0,0,74000,0,1,0,1,6000,[],0,5,[],[170305+170308],3800,5,[],0,,,,,SkillStatus_32,,
170311,大招2,0,0,0,0,0,50000,0,0,0,1,6000,[],0,5,[],[170306+170307+170308],4600,5,[],0,,,,,,,
170312,三层持续伤害,0,0,0,0,0,1000,1,0,0,1,100,[],0,5,[170312+1],[],0,0,[],0,,,,,,,
170400,魔攻光环,0,0,0,0,0,500,0,0,0,1,600,[],0,5,[170450+1],[],5,50,[],0,,,,,,,
170401,火法火球技能1,0,0,0,0,0,19000,1,0,0,1,1000,[],0,5,[],[170401],800,1,[],1,,,,,SkillStatus_31,,
170402,火法火雨技能2,0,0,0,0,0,48000,0,0,0,1,4000,[],0,5,[],[170402+170403+170404+170405+170406+170407+170408+170409],2500,50,[],1,,,,,SkillStatus_32,,
170403,火法火龙技能3,0,0,0,0,0,66000,0,0,0,1,4000,[],0,5,[],[],5,1,[],1,,,,,SkillStatus_33,,
170404,火龙吐火,0,0,0,0,0,100,0,0,0,1,200,[],0,0,[],[170422+170421+170423],0,0,[],0,,,,,,,
170405,火龙出生,0,0,0,0,0,66000,0,0,0,1,4000,[],0,5,[],[170420],1000,1,[300000],0,,,,,,,
170500,回蓝光环,0,0,0,0,0,500,0,0,0,1,600,[],0,5,[170550+1],[],5,50,[],0,,,,,,,
170501,冰法冰弹技能1,0,0,0,0,0,18000,1,0,0,1,1800,[],0,5,[170501+1],[170501],1550,1,[],1,,,,,SkillStatus_31,,
170502,冰法巨冰技能2,0,0,0,0,0,31000,0,0,0,1,14000,[],0,5,[],[],0,0,[300001],1,,,,,SkillStatus_32,,
170503,冰法暴风雪技能3,0,0,0,0,0,60000,0,0,0,5,1000,[],0,5,[],[],0,100,[],1,,,,,SkillStatus_33,,
170504,冰法暴风雪技能3+1,0,0,0,0,0,7900,0,0,0,5,1000,[],0,5,[],[170512+170513+170514+170515+170516+170517],350,100,[],1,,,,,,,
170505,冰法暴风雪技能3+2,0,0,0,0,0,7900,0,0,0,5,1000,[],0,5,[],[170522+170523+170524+170525+170526+170527],100,100,[],1,,,,,,,
170506,冰法暴风雪技能3+2,0,0,0,0,0,7900,0,0,0,5,1000,[],0,5,[],[170532+170533+170534+170535+170536+170537],300,100,[],1,,,,,,,
170507,冰法暴风雪技能3+2,0,0,0,0,0,7900,0,0,0,5,1000,[],0,5,[],[170542+170543+170544+170545+170546+170547],0,100,[],1,,,,,,,
170508,冰法暴风雪技能3,0,0,0,0,0,7900,0,0,0,5,1000,[],0,5,[],[170502+170503+170504+170505+170506+170507],0,100,[],1,,,,,,,
170511,冰弹范围减速,0,0,0,0,0,0,0,0,0,1,100,[],0,5,[170511+1],[],5,50,[],0,,,,,,,
170600,战魂光环,0,0,0,0,0,100,0,0,0,1,100,[],0,5,[1501+1],[],0,0,[],0,,,,,,,
170601,待机连击1,0,0,0,0,0,0,1,0,0,1,7500,[170609+170611],300,500,[],[],0,0,[],1,,,,,SkillStatus_33,,
170602,待机连击2,0,0,0,0,0,0,1,0,0,1,7500,[170601+170612],300,450,[],[],0,0,[],1,,,,,SkillStatus_34,,
170603,待机连击3,0,0,0,0,0,0,1,0,0,1,7500,[170613+170610],450,1300,[],[],0,0,[],1,,,,,SkillStatus_35,,
170604,移动连击1,0,0,0,0,0,0,1,0,0,1,7000,[170609+170611],300,500,[],[],0,0,[],1,,,,,SkillStatus_36,,
170605,移动连击2,0,0,0,0,0,0,1,0,0,1,7000,[170601+170612],300,450,[],[],0,0,[],1,,,,,SkillStatus_37,,
170606,移动连击3,0,0,0,0,0,0,1,0,0,1,7000,[170613+170610],450,1300,[],[],0,0,[],1,,,,,SkillStatus_38,,
170607,待机气流斩,0,0,0,0,0,30500,1,0,0,1,5500,[],0,0,[],[170604+170606+170606+170606+170603+170606+170606+170606+170606+170607+170606+170606+170606+170606+170608+170606+170606+170606+170602+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170605],305,50,[],0,,,,,SkillStatus_39,,
170608,移动气流斩,0,0,0,0,0,30500,1,0,0,1,5500,[],0,0,[],[170604+170606+170606+170606+170603+170606+170606+170606+170606+170607+170606+170606+170606+170606+170608+170606+170606+170606+170602+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170606+170605],305,50,[],0,,,,,SkillStatus_40,,
170609,吹笛,0,0,0,0,0,33000,0,0,0,1,3800,[170614],2000,5,[],[],0,0,[],0,,,,,SkillStatus_41,,
180001,精灵之光（技能1）,0,0,0,0,0,24000,0.6,0,0,1,3000,[180001],400,5,[],[],0,0,[],1,,,,,SkillStatus_31,,
180002,召唤传送门（技能2）,0,0,0,0,0,41000,0,0,0,1,4200,[],0,5,[],[],0,0,[300003],0,,,,,SkillStatus_32,,
180003,召唤巨熊前身,0,0,0,0,0,48000,1,0,0,1,2400,[],0,5,[],[],0,0,[300008],0,,,,,SkillStatus_33,,
180301,待机气流斩,0,0,0,0,0,35000,0.8,0,0,1,5500,[],0,0,[],[180304+180306+180306+180306+180303+180306+180306+180306+180306+180302+180306+180306+180306+180306+180306+180306+180306+180306+180306+180306+180306+180306+180306+180305],305,50,[],0,,,,,SkillStatus_36,,
180303,觉醒,0,0,0,0,0,75000,1,1,0,1,2000,[],0,5,[],[],0,0,[],0,,,,,SkillStatus_38,,
180311,待机吹笛,0,0,0,0,0,46000,0,0,0,1,3800,[],2000,5,[1510+1],[],0,0,[],0,,,,,SkillStatus_33,,
180601,冰弹,0,0,0,0,0,26000,0.5,0,0,1,1800,[],0,5,[1101+1],[180601],1550,1,[],1,,,,,SkillStatus_31,,
180602,冰墙,0,0,0,0,0,42000,0,0,0,1,14000,[],0,5,[],[],0,0,[300001],1,,,,,SkillStatus_32,,
180603,暴风雪起手,0,0,0,0,0,65000,0,0,0,5,1000,[],0,5,[],[],0,100,[],1,,,,,SkillStatus_33,,
180901,火球,0,0,0,0,0,22000,0.6,0,0,1,1000,[],0,5,[],[1001],800,1,[],1,,,,,SkillStatus_31,,
180902,火雨,0,0,0,0,0,50000,0,0,0,1,4000,[],0,5,[],[1002+1003+1004+1005+1006+1007+1008+1009],2500,50,[],1,,,,,SkillStatus_32,,
180903,火龙,0,0,0,0,0,70000,0,0,0,1,4000,[],0,5,[],[],5,1,[],1,,,,,SkillStatus_33,,
181201,圣光大宝剑,0,0,0,0,0,28000,1,0,0,1,2000,[181201],1500,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
181202,圣光领域,0,0,0,0,0,31000,0,0,0,1,2000,[],0,5,[],[1601+1602],200,5,[],0,,,,,SkillStatus_31,,
181203,圣光审判真,0,0,0,0,0,78000,1,0,0,1,7000,[],0,5,[],[],0,0,[],0,,,,,SkillStatus_33,,
181204,圣光审判,0,0,0,0,0,75000,1,0,0,3,1000,[],0,5,[],[1604+1605+1606+1604+1605+1606],100,200,[],0,,,,,,,
181501,电球,0,0,0,0,0,32000,0,0,0,1,3000,[],0,5,[],[1401+1403],1400,5,[],1,0,0,0,0,SkillStatus_31,,1400_PlayerSkill1_Icon_c.png
181502,闪电风暴,0,0,0,0,0,41000,0,0,0,1,3000,[],0,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
181503,大招起手,0,0,0,0,0,86000,0,0,0,1,6000,[],0,5,[],[1405+1408],3800,5,[],0,0,0,0,0,SkillStatus_32,,1400_Skill1_Icon_c.png
240106,毒雾-持续存在,0,0,0,0,0,3000,1,0,0,1,1000,[240106],0,5,[],[],0,0,[],0,0,0,0,,,,
